1000	6622
990	6401
980	6342
970	6520
960	6476
950	6648
940	6433
930	6179
920	6603
910	6154
900	6260
890	6072
880	5923
870	5672
860	6036
850	5686
840	5678
830	6063
820	5482
810	5126
800	5151
790	5173
780	5042
770	5223
760	4921
750	4904
740	5064
730	5014
720	4652
710	4839
700	4630
690	4619
680	4677
670	4456
660	4454
650	4185
640	4231
630	4301
620	4284
610	4213
600	4076
590	4272
580	4006
570	3638
560	3843
550	3718
540	3821
530	3450
520	3652
510	3368
500	3183
490	3280
480	3329
470	3060
460	3181
450	3014
440	3195
430	2737
420	2741
410	2673
400	2542
390	2837
380	2541
370	2470
360	2567
350	2430
340	2212
330	2117
320	2370
310	2059
300	2021
290	1749
280	2005
270	1715
260	1755
250	1768
240	1682
230	1518
220	1555
210	1412
200	1458
190	1351
180	1256
170	1209
160	934
150	1025
140	1119
130	955
120	770
110	810
100	745
90	629
80	582
70	538
60	482
50	435
40	304
30	305
20	186
10	121
