1000	5500
995	5467
990	5445
985	5412
980	5390
975	5357
970	5335
965	5302
960	5280
955	5247
950	5225
945	5192
940	5170
935	5137
930	5115
925	5082
920	5060
915	5027
910	5005
905	4972
900	4950
895	4917
890	4895
885	4862
880	4840
875	4807
870	4785
865	4752
860	4730
855	4697
850	4675
845	4642
840	4620
835	4587
830	4565
825	4532
820	4510
815	4477
810	4455
805	4422
800	4400
795	4367
790	4345
785	4312
780	4290
775	4257
770	4235
765	4202
760	4180
755	4147
750	4125
745	4092
740	4070
735	4037
730	4015
725	3982
720	3960
715	3927
710	3905
705	3872
700	3850
695	3817
690	3795
685	3762
680	3740
675	3707
670	3685
665	3652
660	3630
655	3597
650	3575
645	3542
640	3520
635	3487
630	3465
625	3432
620	3410
615	3377
610	3355
605	3322
600	3300
595	3267
590	3245
585	3212
580	3190
575	3157
570	3135
565	3102
560	3080
555	3047
550	3025
545	2992
540	2970
535	2937
530	2915
525	2882
520	2860
515	2827
510	2805
505	2772
500	2750
495	2717
490	2695
485	2662
480	2640
475	2607
470	2585
465	2552
460	2530
455	2497
450	2475
445	2442
440	2420
435	2387
430	2365
425	2332
420	2310
415	2277
410	2255
405	2222
400	2200
395	2167
390	2145
385	2112
380	2090
375	2057
370	2035
365	2002
360	1980
355	1947
350	1925
345	1892
340	1870
335	1837
330	1815
325	1782
320	1760
315	1727
310	1705
305	1672
300	1650
295	1617
290	1595
285	1562
280	1540
275	1507
270	1485
265	1452
260	1430
255	1397
250	1375
245	1342
240	1320
235	1287
230	1265
225	1232
220	1210
215	1177
210	1155
205	1122
200	1100
195	1067
190	1045
185	1012
180	990
175	957
170	935
165	902
160	880
155	847
150	825
145	792
140	770
135	737
130	715
125	682
120	660
115	627
110	605
105	572
100	550
95	517
90	495
85	462
80	440
75	407
70	385
65	352
60	330
55	297
50	275
45	242
40	220
35	187
30	165
25	132
20	110
15	77
10	55
