1000	101472
995	68261
990	59023
985	100078
980	120238
975	72166
970	100299
965	19963
960	54711
955	74756
950	109062
945	56922
940	42577
935	37339
930	35355
925	47889
920	87440
915	30117
910	95879
905	68091
900	30836
895	64458
890	88115
885	91321
880	52620
875	55510
870	85161
865	42469
860	33755
855	25681
850	97889
845	54812
840	74570
835	89912
830	94419
825	57626
820	12349
815	15804
810	75626
805	87076
800	42455
795	20640
790	52058
785	88295
780	44214
775	17743
770	87840
765	23034
760	82365
755	87738
750	74765
745	17075
740	11105
735	84144
730	72005
725	63745
720	15619
715	73008
710	72323
705	40211
700	63179
695	80022
690	68689
685	64215
680	65311
675	57560
670	78518
665	12240
660	71738
655	33098
650	74713
645	49537
640	39193
635	51506
630	30921
625	46923
620	72033
615	9978
610	68886
605	25529
600	30645
595	50854
590	26602
585	12796
580	51593
575	49791
570	59629
565	38608
560	26850
555	20008
550	11979
545	33959
540	45838
535	12529
530	10997
525	45198
520	22274
515	13736
510	47156
505	24630
500	29841
495	9874
490	30854
485	41416
480	32889
475	43446
470	26549
465	38461
460	44736
455	18740
450	16511
445	20896
440	42004
435	10424
430	27001
425	27645
420	39527
415	38339
410	13039
405	32236
400	33495
395	34731
390	36553
385	40661
380	18965
375	36105
370	22663
365	30777
360	15850
355	6203
350	14066
345	9988
340	22460
335	33155
330	20077
325	21675
320	29325
315	6463
310	20464
305	14184
300	28401
295	20598
290	12454
285	14874
280	20336
275	4371
270	17926
265	26110
260	23938
255	8630
250	15704
245	17001
240	21184
235	22799
230	9008
225	13060
220	16492
215	4715
210	19313
205	18847
200	5403
195	12390
190	12446
185	2968
180	7551
175	8811
170	14036
165	12742
160	9176
155	11314
150	6031
145	10627
140	2135
135	9903
130	10060
125	3567
120	3506
115	7133
110	7900
105	5080
100	2113
95	5366
90	1740
85	2081
80	2221
75	5084
70	1385
65	1406
60	4290
55	856
50	3375
45	1462
40	545
35	1778
30	976
25	1245
20	387
15	537
10	351
