100	40893
99	40088
98	39291
97	38502
96	37721
95	36948
94	36183
93	35426
92	34677
91	33936
90	33203
89	32478
88	31761
87	31052
86	30351
85	29658
84	28973
83	28296
82	27627
81	26966
80	26313
79	25668
78	25031
77	24402
76	23781
75	23168
74	22563
73	21966
72	21377
71	20796
70	20223
69	19658
68	19101
67	18552
66	18011
65	17478
64	16953
63	16436
62	15927
61	15426
60	14933
59	14448
58	13971
57	13502
56	13041
55	12588
54	12143
53	11706
52	11277
51	10856
50	10443
49	10038
48	9641
47	9252
46	8871
45	8498
44	8133
43	7776
42	7427
41	7086
40	6753
39	6428
38	6111
37	5802
36	5501
35	5208
34	4923
33	4646
32	4377
31	4116
30	3863
29	3618
28	3381
27	3152
26	2931
25	2718
24	2513
23	2316
22	2127
21	1946
20	1773
19	1608
18	1451
17	1302
16	1161
15	1028
14	903
13	786
12	677
11	576
10	483
9	398
8	321
7	252
6	191
5	138
4	93
3	56
2	27
